Brading,BDN,Inverness,INV,Romsey,ROM,Three Bridges,TBD
Braintree,BTR,Invershin,INH,Roose,ROO,Three Oaks,TOK
Braintree Freeport,BTP,Inverurie,INR,Rose Grove,RSG,Thurgarton,THU
Bramhall,BML,Ipswich,IPS,Rose Hill Marple,RSH,Thurnscoe,THC
Bramley (Hants),BMY,Irlam,IRL,Rosyth,ROS,Thurso,THS
Bramley (W Yorks),BLE,Irvine,IRV,Rotherham Central,RMC,Thurston,TRS
Brampton (Cumbria),BMP,Isleworth,ISL,Rotherhithe,ROE,Tilbury Town,TIL
Brampton (Suffolk),BRP,Islip,ISP,Roughton Road,RNR,Tile Hill,THL
Branchton,BCN,Iver,IVR,Rowlands Castle,RLN,Tilehurst,TLH
Brandon,BND,Ivybridge,IVY,Rowley Regis,ROW,Tipton,TIP
Branksome,BSM,James Cook,JCH,Roy Bridge,RYB,Tir-Phil,TIR
Braystones (Cumbria),BYS,Jewellery Quarter,JEQ,Roydon,RYN,Tisbury,TIS
Bredbury,BDY,Johnston (Pembs),JOH,Royston,RYS,Tiverton Parkway,TVP
Breich,BRC,Johnstone (Strathclyde),JHN,Ruabon,RUA,Todmorden,TOD
Brentford,BFD,Jordanhill,JOR,Rufford,RUF,Tolworth,TOL
Brentwood,BRE,Kearsley (Manchester),KSL,Rugby,RUG,Ton Pentre,TPN
Bricket Wood,BWO,Kearsney (Kent),KSN,Rugeley Town,RGT,Tonbridge,TON
Bridge of Allan,BEA,Keighley,KEI,Rugeley Trent Valley,RGL,Tondu,TDU
Bridge of Orchy,BRO,Keith,KEH,Runcorn,RUN,Tonfanau,TNF
Bridgend,BGN,Kelvedon,KEL,Runcorn East,RUE,Tonypandy,TNP
Bridgeton,BDG,Kelvindale,KVD,Ruskington,RKT,Tooting,TOO
Bridgwater,BWT,Kemble,KEM,Ruswarp,RUS,Topsham,TOP
Bridlington,BDT,Kempston Hardwick,KMH,Rutherglen,RUT,Torquay,TQY
Brierfield,BRF,Kempton Park Racecourse,KMP,Ryde Esplanade,RYD,Torre,TRR
Brigg,BGG,Kemsing,KMS,Ryde Pier Head,RYP,Totnes,TOT
Brighouse,BGH,Kemsley,KML,Ryde St Johns Road,RYR,Tottenham Hale,TOM
Brighton (East Sussex),BTN,Kendal,KEN,Ryder Brow,RRB,Totton,TTN
Brimsdown,BMD,Kenilworth,KNW,Rye (Sussex),RYE,Town Green,TWN
Brinnington,BNT,Kenley,KLY,Rye House,RYH,Trafford Park,TRA
Bristol Parkway,BPW,Kennett,KNE,,,Trefforest,TRF
Bristol Temple Meads,BRI,Kennishead,KNS,,,Trefforest Estate,TRE
Brithdir,BHD,Kensal Green,KNL,,,Trehafod,TRH
Briton Ferry,BNF,Kensal Rise,KNR,,,Treherbert,TRB
Brixton,BRX,Kensington Olympia,KPA,,,Treorchy,TRY
Broad Green,BGE,Kent House,KTH,,,Trimley,TRM
Broadbottom,BDB,Kentish Town,KTN,,,Tring,TRI
Broadstairs,BSR,Kentish Town West,KTW,,,Troed-y-rhiw,TRD
Brockenhurst,BCU,Kenton,KNT,,,Troon,TRN
Brockholes,BHS,Kents Bank,KBK,,,Trowbridge,TRO
Brockley,BCY,Kettering,KET,,,Truro,TRU
Bromborough,BOM,Kew Bridge,KWB,,,Tulloch,TUL
Bromborough Rake,BMR,Kew Gardens,KWG,,,Tulse Hill,TUH
Bromley Cross (Lancs),BMC,Keyham,KEY,,,Tunbridge Wells,TBW
Bromley North,BMN,Keynsham,KYN,,,Turkey Street,TUR
Bromley South,BMS,Kidbrooke,KDB,,,Tutbury & Hatton,TUT
Bromsgrove,BMV,Kidderminster,KID,,,Tweedbank,TWB
Brondesbury,BSY,Kidsgrove,KDG,,,Twickenham,TWI
Brondesbury Park,BSP,Kidwelly,KWL,,,Twyford,TWY
Brookmans Park,BPK,Kilburn High Road,KBN,,,Ty Croes,TYC
Brookwood,BKO,Kildale,KLD,,,Ty Glas,TGS
Broome,BME,Kildonan,KIL,,,Tygwyn,TYG
Broomfleet,BMF,Kilgetty,KGT,,,Tyndrum Lower,TYL
Brora,BRA,Kilmarnock,KMK,,,Tyseley,TYS
Brough,BUH,Kilmaurs,KLM,,,Tywyn,TYW
Broughty Ferry,BYF,Kilpatrick,KPT,,,Uckfield,UCK
Broxbourne,BXB,Kilwinning,KWN,,,Uddingston,UDD
Bruce Grove,BCV,Kinbrace,KBC,,,Ulceby,ULC
Brundall,BDA,Kingham,KGM,,,Ulleskelf,ULL
Brundall Gardens,BGA,Kinghorn,KGH,,,Ulverston,ULV
Brunstane,BSU,Kings Langley,KGL,,,Umberleigh,UMB
Brunswick,BRW,Kings Lynn,KLN,,,University (Birmingham),UNI
Bruton,BRU,Kings Norton,KNN,,,Uphall,UHA
Bryn,BYN,Kings Nympton,KGN,,,Upholland,UPL
Buckenham (Norfolk),BUC,Kings Park,KGP,,,Upminster,UPM
Buckley,BCK,Kings Sutton,KGS,,,Upper Halliford,UPH
Bucknell,BUK,Kingsknowe,KGE,,,Upper Holloway,UHL
Buckshaw Parkway,BSV,Kingston,KNG,,,Upper Tyndrum,UTY
Bugle,BGL,Kingswood,KND,,,Upper Warlingham,UWL
Builth Road,BHR,Kingussie,KIN,,,Upton (Merseyside),UPT
Bulwell,BLW,Kintbury,KIT,,,Upwey,UPW
Bures,BUE,Kirby Cross,KBX,,,Urmston,URM
Burgess Hill,BUG,Kirk Sandall,KKS,,,Uttoxeter,UTT
Burley Park,BUY,Kirkby (Merseyside),KIR,,,Valley,VAL
Burley-in-Wharfedale,BUW,Kirkby Stephen,KSW,,,Vauxhall,VXH
Burnage,BNA,Kirkby-in-Ashfield,KKB,,,Virginia Water,VIR
Burneside (Cumbria),BUD,Kirkby-in-Furness,KBF,,,Waddon,WDO
Burnham (Bucks),BNM,Kirkcaldy,KDY,,,Wadhurst,WAD
Burnham-on-Crouch,BUU,Kirkconnel,KRK,,,Wainfleet,WFL
Burnley Barracks,BUB,Kirkdale,KKD,,,Wakefield Kirkgate,WKK
Burnley Central,BNC,Kirkham & Wesham,KKM,,,Wakefield Westgate,WKF
Burnley Manchester Road,BYM,Kirkhill,KKH,,,Walkden,WKD
Burnside (Strathclyde),BUI,Kirknewton,KKN,,,Wallasey Grove Road,WLG
Burntisland,BTS,Kirkstall Forge,KLF,,,Wallasey Village,WLV
Burscough Bridge,BCB,Kirkwood,KWD,,,Wallington,WLT
Burscough Junction,BCJ,Kirton Lindsey,KTL,,,Wallyford,WAF
Bursledon,BUO,Kiveton Bridge,KIV,,,Walmer,WAM
Burton Joyce,BUJ,Kiveton Park,KVP,,,Walsall,WSL
Burton-on-Trent,BUT,Knaresborough,KNA,,,Walsden,WDN
Bury St Edmunds,BSE,Knebworth,KBW,,,Waltham Cross,WLC
Busby,BUS,Knighton,KNI,,,Walthamstow Central,WHC
Bush Hill Park,BHK,Knockholt,KCK,,,Walthamstow Queen's Road,WMW
Bushey,BSH,Knottingley,KNO,,,Walton (Merseyside),WAO
Butlers Lane,BUL,Knucklas,KNU,,,Walton-on-Thames,WAL
Buxted,BXD,Knutsford,KNF,,,Walton-on-the-Naze,WON
Buxton,BUX,Kyle of Lochalsh,KYL,,,Wanborough,WAN
Byfleet & New Haw,BFN,Ladybank,LDY,,,Wandsworth Common,WSW
Bynea,BYE,Ladywell,LAD,,,Wandsworth Road,WWR
Cadoxton,CAD,Laindon,LAI,,,Wandsworth Town,WNT
Caergwrle,CGW,Lairg,LRG,,,Wanstead Park,WNP
Caerphilly,CPH,Lake,LKE,,,Wapping,WPE
Caersws,CWS,Lakenheath,LAK,,,Warblington,WBL
Caldercruix,CAC,Lamphey,LAM,,,Ware (Herts),WAR
Caldicot,CDT,Lanark,LNK,,,Wareham (Dorset),WRM
Caledonian Rd & Barnsbury,CIR,Lancaster,LAN,,,Wargrave,WGV
Calstock,CSK,Lancing,LAC,,,Warminster,WMN
Cam & Dursley,CDU,Landywood,LAW,,,Warnham,WNH
Camberley,CAM,Langbank,LGB,,,Warrington Bank Quay,WBQ
Camborne,CBN,Langho,LHO,,,Warrington Central,WAC
Cambridge,CBG,Langley (Berks),LNY,,,Warrington West,WAW
Cambridge Heath,CBH,Langley Green,LGG,,,Warwick,WRW
Cambridge North,CMB,Langley Mill,LGM,,,Warwick Parkway,WRP
Cambuslang,CBL,Langside,LGS,,,Water Orton,WTO
Camden Road,CMD,Langwathby,LGW,,,Waterbeach,WBC
Camelon,CMO,Langwith-Whaley Thorns,LAG,,,Wateringbury,WTR
Canada Water,ZCW,Lapford,LAP,,,Waterloo (Merseyside),WLO
Canley,CNL,Lapworth,LPW,,,Watford High Street,WFH
Cannock,CAO,Larbert,LBT,,,Watford Junction,WFJ
Canonbury,CNN,Largs,LAR,,,Watford North,WFN
Canterbury East,CBE,Larkhall,LRH,,,Watlington,WTG
Canterbury West,CBW,Laurencekirk,LAU,,,Watton-at-Stone,WAS
Cantley,CNY,Lawrence Hill,LWH,,,Waun-Gron Park,WNG
Capenhurst,CPU,Layton (Lancs),LAY,,,Wavertree Technology Park,WAV
Carbis Bay,CBB,Lazonby & Kirkoswald,LZB,,,Wedgwood,WED
Cardenden,CDD,Lea Bridge,LEB,,,Weeley,WEE
Cardiff Bay,CDB,Lea Green,LEG,,,Weeton,WET
Cardiff Central,CDF,Lea Hall,LEH,,,Welham Green,WMG
Cardiff Queen Street,CDQ,Leagrave,LEA,,,Welling,WLI
Cardonald,CDO,Lealholm,LHM,,,Wellingborough,WEL
Cardross,CDR,Leamington Spa,LMS,,,Wellington (Shropshire),WLN
Carfin,CRF,Leasowe,LSW,,,Welshpool,WLP
Cark & Cartmel,CAK,Leatherhead,LHD,,,Welwyn Garden City,WGC
Carlisle,CAR,Ledbury,LED,,,Welwyn North,WLW
Carlton,CTO,Lee (London),LEE,,,Wem,WEM
Carluke,CLU,Leeds,LDS,,,Wembley Central,WMB
Carmarthen,CMN,Leicester,LEI,,,Wembley Stadium,WCX
Carmyle,CML,Leigh (Kent),LIH,,,Wemyss Bay,WMS
Carnforth,CNF,Leigh-on-Sea,LES,,,Wendover,WND
Carnoustie,CAN,Leighton Buzzard,LBZ,,,Wennington,WNN
Carntyne,CAY,Lelant,LEL,,,West Allerton,WSA
Carpenders Park,CPK,Lelant Saltings,LTS,,,West Brompton,WBP
Carrbridge,CAG,Lenham,LEN,,,West Byfleet,WBY
Carshalton,CSH,Lenzie,LNZ,,,West Calder,WCL
Carshalton Beeches,CSB,Leominster,LEO,,,West Croydon,WCY
Carstairs,CRS,Letchworth Garden City,LET,,,West Drayton,WDT
Cartsdyke,CDY,Leuchars (for St. Andrews),LEU,,,West Dulwich,WDU
Castle Bar Park,CBP,Levenshulme,LVM,,,West Ealing,WEA
Castle Cary,CLC,Lewes,LWS,,,West Ham,WEH
Castleford,CFD,Lewisham,LEW,,,West Hampstead,WHD
Castleton (Manchester),CAS,Leyland,LEY,,,West Hampstead Thameslink,WHP
Castleton Moor,CSM,Leyton Midland Road,LEM,,,West Horndon,WHR
Caterham,CAT,Leytonstone High Road,LER,,,West Kilbride,WKB
Catford,CTF,Lichfield City,LIC,,,West Kirby,WKI
Catford Bridge,CFB,Lichfield Trent Valley,LTV,,,West Malling,WMA
Cathays,CYS,Lidlington,LID,,,West Norwood,WNW
Cathcart,CCT,Limehouse,LHS,,,West Ruislip,WRU
Cattal,CTL,Lincoln Central,LCN,,,West Runton,WRN
Causeland,CAU,Lingfield,LFD,,,West St Leonards,WLD
Cefn-y-Bedd,CYB,Lingwood,LGD,,,West Sutton,WSU
Chadwell Heath,CTH,Linlithgow,LIN,,,West Wickham,WWI
Chafford Hundred Lakeside,CFH,Liphook,LIP,,,West Worthing,WWO
Chalfont & Latimer,CFO,Liskeard,LSK,,,Westbury (Wilts),WSB
Chalkwell,CHW,Liss,LIS,,,Westcliff,WCF
Chandlers Ford,CFR,Lisvane & Thornhill,LVT,,,Westcombe Park,WCB
Chapel-en-le-Frith,CEF,Little Kimble,LTK,,,Westenhanger,WHA
Chapelton (Devon),CPN,Little Sutton,LTT,,,Wester Hailes,WTA
Chapeltown (South Yorks),CLN,Littleborough,LTL,,,Westerfield,WFI
Chappel & Wakes Colne,CWC,Littlehampton,LIT,,,Westerton,WES
Charing (Kent),CHG,Littlehaven,LVN,,,Westgate-on-Sea,WGA
Charing Cross (Glasgow),CHC,Littleport,LTP,,,Westhoughton,WHG
Charlbury,CBY,Liverpool Central,LVC,,,Weston Milton,WNM
Charlton,CTN,Liverpool James Street,LVJ,,,Weston-super-Mare,WSM
Chartham,CRT,Liverpool Lime Street,LIV,,,Wetheral,WRL
Chassen Road,CSR,Liverpool South Parkway,LPY,,,Weybridge,WYB
Chatelherault,CTE,Livingston North,LSN,,,Weymouth,WEY
Chatham,CTM,Livingston South,LVG,,,Whaley Bridge,WBR
Chathill,CHT,Llanaber,LLA,,,Whalley (Lancs),WHE
Cheadle Hulme,CHU,Llanbedr,LBR,,,Whatstandwell,WTS
Cheam,CHE,Llanbister Road,LLT,,,Whifflet,WFF
Cheddington,CED,Llanbradach,LNB,,,Whimple,WHM
Chelford (Cheshire),CEL,Llandaf,LLN,,,Whinhill,WNL
Chelmsford,CHM,Llandanwg,LDN,,,Whiston,WHN
Chelsfield,CLD,Llandecwyn,LLC,,,Whitby,WTB
Cheltenham Spa,CNM,Llandeilo,LLL,,,Whitchurch (Cardiff),WHT
Chepstow,CPW,Llandovery,LLV,,,Whitchurch (Hants),WCH
Cherry Tree,CYT,Llandrindod,LLO,,,Whitchurch (Shropshire),WTC
Chertsey,CHY,Llandudno,LLD,,,White Hart Lane,WHL
Cheshunt,CHN,Llandudno Junction,LLJ,,,White Notley,WNY
Chessington North,CSN,Llandybie,LLI,,,Whitechapel,ZLW
Chessington South,CSS,Llanelli,LLE,,,Whitecraigs,WCR
Chester,CTR,Llanfairfechan,LLF,,,Whitehaven,WTH
Chester Road,CRD,Llanfairpwll,LPG,,,Whitland,WTL
Chesterfield,CHD,Llangadog,LLG,,,Whitley Bridge,WBD
Chester-le-Street,CLS,Llangammarch,LLM,,,Whitlocks End,WTE
Chestfield & Swalecliffe,CSW,Llangennech,LLH,,,Whitstable,WHI
Chetnole,CNO,Llangynllo,LGO,,,Whittlesea,WLE
Chichester,CCH,Llanharan,LLR,,,Whittlesford Parkway,WLF
Chilham,CIL,Llanhilleth,LTH,,,Whitton (London),WTN
Chilworth,CHL,Llanishen,LLS,,,Whitwell (Derbyshire),WWL
Chingford,CHI,Llanrwst,LWR,,,Whyteleafe,WHY
Chinley,CLY,Llansamlet,LAS,,,Whyteleafe South,WHS
Chippenham,CPM,Llantwit Major,LWM,,,Wick,WCK
Chipstead,CHP,Llanwrda,LNR,,,Wickford,WIC
Chirk,CRK,Llanwrtyd,LNW,,,Wickham Market,WCM
Chislehurst,CIT,Llwyngwril,LLW,,,Widdrington,WDD
Chiswick,CHK,Llwynypia,LLY,,,Widnes,WID
Cholsey,CHO,Loch Awe,LHA,,,Widney Manor,WMR
Chorley,CRL,Loch Eil Outward Bound,LHE,,,Wigan North Western,WGN
Chorleywood,CLW,Lochailort,LCL,,,Wigan Wallgate,WGW
Christchurch,CHR,Locheilside,LCS,,,Wigton,WGT
Christs Hospital,CHH,Lochgelly,LCG,,,Wildmill,WMI
Church & Oswaldtwistle,CTW,Lochluichart,LCC,,,Willesden Junction,WIJ
Church Fenton,CHF,Lochwinnoch,LHW,,,Williamwood,WLM
Church Stretton,CTT,Lockerbie,LOC,,,Willington,WIL
Cilmeri,CIM,Lockwood,LCK,,,Wilmcote,WMC
City Thameslink,CTK,London Blackfriars,BFR,,,Wilmslow,WML
Clacton-on-Sea,CLT,London Bridge,LBG,,,Wilnecote (Staffs),WNE
Clandon,CLA,London Cannon Street,CST,,,Wimbledon,WIM
Clapham (North Yorkshire),CPY,London Charing Cross,CHX,,,Wimbledon Chase,WBO
Clapham High Street,CLP,London Euston,EUS,,,Winchelsea,WSE
Clapham Junction,CLJ,London Fenchurch Street,FST,,,Winchester,WIN
Clapton,CPT,London Fields,LOF,,,Winchfield,WNF
Clarbeston Road,CLR,London Kings Cross,KGX,,,Winchmore Hill,WIH
Clarkston,CKS,London Liverpool Street,LST,,,Windermere,WDM
Claverdon,CLV,London Marylebone,MYB,,,Windsor & Eton Central,WNC
Claygate,CLG,London Paddington,PAD,,,Windsor & Eton Riverside,WNR
Cleethorpes,CLE,London Road (Brighton),LRB,,,Winnersh,WNS
Cleland,CEA,London Road (Guildford),LRD,,,Winnersh Triangle,WTI
Clifton (Manchester),CLI,London St Pancras (Intl),SPX,,,Winsford,WSF
Clifton Down,CFN,London St Pancras International,STP,,,Wishaw,WSH
Clitheroe,CLH,London Victoria,VIC,,,Witham,WTM
Clock House,CLK,London Waterloo,WAT,,,Witley,WTY
Clunderwen,CUW,London Waterloo East,WAE,,,Witton (West Midlands),WTT
Clydebank,CYK,Long Buckby,LBK,,,Wivelsfield,WVF
Coatbridge Central,CBC,Long Eaton,LGE,,,Wivenhoe,WIV
Coatbridge Sunnyside,CBS,Long Preston,LPR,,,Woburn Sands,WOB
Coatdyke,COA,Longbeck,LGK,,,Woking,WOK
Cobham & Stoke d'Abernon,CSD,Longbridge,LOB,,,Wokingham,WKM
Codsall,CSL,Longcross,LNG,,,Woldingham,WOH
Cogan,CGN,Longfield,LGF,,,Wolverhampton,WVH
Colchester,COL,Longniddry,LND,,,Wolverton,WOL
Colchester Town,CET,Longport,LPT,,,Wombwell,WOM
Coleshill Parkway,CEH,Longton,LGN,,,Wood End,WDE
Collingham,CLM,Looe,LOO,,,Wood Street,WST
Collington,CLL,Lostock,LOT,,,Woodbridge,WDB
Colne,CNE,Lostock Gralam,LTG,,,Woodgrange Park,WGR
Colwall,CWL,Lostock Hall,LOH,,,Woodhall,WDL
Colwyn Bay,CWB,Lostwithiel,LOS,,,Woodhouse,WDH
Combe (Oxon),CME,Loughborough,LBO,,,Woodlesford,WDS
Commondale,COM,Loughborough Junction,LGJ,,,Woodley,WLY
Congleton,CNG,Low Moor,LMR,,,Woodmansterne,WME
Conisbrough,CNS,Lowdham,LOW,,,Woodsmoor,WSR
Connel Ferry,CON,Lower Sydenham,LSY,,,Wool,WOO
Conon Bridge,CBD,Lowestoft,LWT,,,Woolston,WLS
Cononley,CEY,Ludlow,LUD,,,Woolwich Arsenal,WWA
Conway Park,CNP,Luton,LUT,,,Woolwich Dockyard,WWD
Conwy,CNW,Luton Airport Parkway,LTN,,,Wootton Wawen,WWW
Cooden Beach,COB,Luxulyan,LUX,,,Worcester Foregate Street,WOF
Cookham,COO,Lydney,LYD,,,Worcester Park,WCP
Cooksbridge,CBR,Lye (West Midlands),LYE,,,Worcester Shrub Hill,WOS
Coombe Junction Halt,COE,Lymington Pier,LYP,,,Worcestershire Parkway,WOP
Copplestone,COP,Lymington Town,LYT,,,Workington,WKG
Corbridge,CRB,Lympstone Commando,LYC,,,Worksop,WRK
Corby,COR,Lympstone Village,LYM,,,Worle,WOR
Corfe Castle,CFC,Lytham,LTM,,,Worplesdon,WPL
Corkerhill,CKH,Macclesfield,MAC,,,Worstead,WRT
Corkickle,CKL,Machynlleth,MCN,,,Worthing,WRH
Corpach,CPA,Maesteg,MST,,,Wrabness,WRB
Corrour,CRR,Maesteg (Ewenny Road),MEW,,,Wraysbury,WRY
Coryton,COY,Maghull,MAG,,,Wrenbury,WRE
Coseley,CSY,Maghull North,MNS,,,Wressle,WRS
Cosford,COS,Maiden Newton,MDN,,,Wrexham Central,WXC
Cosham,CSA,Maidenhead,MAI,,,Wrexham General,WRX
Cottingham,CGM,Maidstone Barracks,MDB,,,Wye,WYE
Cottingley,COT,Maidstone East,MDE,,,Wylam,WYM
Coulsdon South,CDS,Maidstone West,MDW,,,Wylde Green,WYL
Coulsdon Town,CDN,Malden Manor,MAL,,,Wymondham,WMD
Coventry,COV,Mallaig,MLG,,,Wythall,WYT
Coventry Arena,CAA,Malton,MLT,,,Yalding,YAL
Cowden (Kent),CWN,Malvern Link,MVL,,,Yardley Wood,YRD
Cowdenbeath,COW,Manchester Airport,MIA,,,Yarm,YRM
Cradley Heath,CRA,Manchester Oxford Road,MCO,,,Yate,YAE
Craigendoran,CGD,Manchester Piccadilly,MAN,,,Yatton,YAT
Cramlington,CRM,Manchester United Football Ground,MUF,,,Yeoford,YEO
Cranbrook (Devon),CBK,Manchester Victoria,MCV,,,Yeovil Junction,YVJ
Craven Arms,CRV,Manea,MNE,,,Yeovil Pen Mill,YVP
Crawley,CRW,Manningtree,MNG,,,Yetminster,YET
Crayford,CRY,Manor Park,MNP,,,Ynyswen,YNW
Crediton,CDI,Manor Road,MNR,,,Yoker,YOK
Cressing (Essex),CES,Manorbier,MRB,,,York,YRK
Cressington,CSG,Manors,MAS,,,Yorton,YRT
Creswell,CWD,Mansfield,MFT,,,Ystrad Mynach,YSM
Crewe,CRE,Mansfield Woodhouse,MSW,,,Ystrad Rhondda,YSR
Crewkerne,CKN,March,MCH,,,,
Crews Hill,CWH,Marden (Kent),MRN,,,,
Crianlarich,CNR,Margate,MAR,,,,
Criccieth,CCC,Market Harborough,MHR,,,,
Cricklewood,CRI,Market Rasen,MKR,,,,
Croftfoot,CFF,Markinch,MNC,,,,
Crofton Park,CFT,Marks Tey,MKT,,,,
Cromer,CMR,Marlow,MLW,,,,
Cromford,CMF,Marple,MPL,,,,
Crookston,CKT,Marsden (Yorks),MSN,,,,
Cross Gates,CRG,Marske,MSK,,,,
Crossflatts,CFL,Marston Green,MGN,,,,
Crosshill,COI,Martin Mill,MTM,,,,
Crosskeys,CKY,Martins Heron,MAO,,,,
Crossmyloof,CMY,Marton,MTO,,,,
Croston,CSO,Maryhill,MYH,,,,
Crouch Hill,CRH,Maryland,MYL,,,,
Crowborough,COH,Maryport,MRY,,,,
Crowhurst,CWU,Matlock,MAT,,,,
Crowle,CWE,Matlock Bath,MTB,,,,
Crowthorne,CRN,Mauldeth Road,MAU,,,,
Croy,CRO,Maxwell Park,MAX,,,,
Crystal Palace,CYP,Maybole,MAY,,,,
Cuddington,CUD,Maze Hill,MZH,,,,
Cuffley,CUF,Meadowhall,MHS,,,,
Culham,CUM,Meldreth,MEL,,,,
Culrain,CUA,Melksham,MKM,,,,
Cumbernauld,CUB,Melton (Suffolk),MES,,,,
Cupar,CUP,Melton Mowbray,MMO,,,,
Curriehill,CUH,Menheniot,MEN,,,,
Cuxton,CUX,Menston,MNN,,,,
Cwmbach,CMH,Meols,MEO,,,,
Cwmbran,CWM,Meols Cop,MEC,,,,
Cynghordy,CYN,Meopham,MEP,,,,
Dagenham Dock,DDK,Meridian Water,MRW,,,,
Daisy Hill,DSY,Merryton,MEY,,,,
Dalgety Bay,DAG,Merstham,MHM,,,,
Dalmally,DAL,Merthyr Tydfil,MER,,,,
Dalmarnock,DAK,Merthyr Vale,MEV,,,,
Dalmeny,DAM,Metheringham,MGM,,,,
Dalmuir,DMR,MetroCentre,MCE,,,,
Dalreoch,DLR,Mexborough,MEX,,,,
Dalry,DLY,Micheldever,MIC,,,,
Dalston (Cumbria),DLS,Micklefield,MIK,,,,
Dalston Junction,DLJ,Middlesbrough,MBR,,,,
Dalston Kingsland,DLK,Middlewood,MDL,,,,
Dalton (Cumbria),DLT,Midgham,MDG,,,,
Dalwhinnie,DLW,Milford (Surrey),MLF,,,,
Danby,DNY,Milford Haven,MFH,,,,
Danescourt,DCT,Mill Hill (Lancs),MLH,,,,
Danzey,DZY,Mill Hill Broadway,MIL,,,,
Darlington,DAR,Millbrook (Beds),MLB,,,,
Darnall,DAN,Millbrook (Hants),MBK,,,,
Darsham,DSM,Milliken Park,MIN,,,,
Dartford,DFD,Millom,MLM,,,,
Darton,DRT,Mills Hill (Manchester),MIH,,,,
Darwen,DWN,Milngavie,MLN,,,,
Datchet,DAT,Milton Keynes Central,MKC,,,,
Davenport,DVN,Minffordd,MFF,,,,
Dawlish,DWL,Minster,MSR,,,,
Dawlish Warren,DWW,Mirfield,MIR,,,,
Deal,DEA,Mistley,MIS,,,,
Dean (Wilts),DEN,Mitcham Eastfields,MTC,,,,
Deansgate,DGT,Mitcham Junction,MIJ,,,,
Deganwy,DGY,Mobberley,MOB,,,,
Deighton,DHN,Monifieth,MON,,,,
Delamere,DLM,Monks Risborough,MRS,,,,
Denby Dale,DBD,Montpelier,MTP,,,,
Denham,DNM,Montrose,MTS,,,,
Denham Golf Club,DGC,Moorfields,MRF,,,,
Denmark Hill,DMK,Moorgate,MOG,,,,
Dent,DNT,Moorside,MSD,,,,
Denton,DTN,Moorthorpe,MRP,,,,
Deptford,DEP,Morar,MRR,,,,
Derby,DBY,Morchard Road,MRD,,,,
Derby Road (Ipswich),DBR,Morden South,MDS,,,,
Devonport (Devon),DPT,Morecambe,MCM,,,,
Devonport Dockyard,DOC,Moreton (Dorset),MTN,,,,
Dewsbury,DEW,Moreton (Merseyside),MRT,,,,
Didcot Parkway,DID,Moreton-in-Marsh,MIM,,,,
Digby & Sowton,DIG,Morfa Mawddach,MFA,,,,
Dilton Marsh,DMH,Morley,MLY,,,,
Dinas (Rhondda),DMG,Morpeth,MPT,,,,
Dinas Powys,DNS,Mortimer,MOR,,,,
Dingle Road,DGL,Mortlake,MTL,,,,
Dingwall,DIN,Moses Gate,MSS,,,,
Dinsdale,DND,Moss Side,MOS,,,,
Dinting,DTG,Mossley (Manchester),MSL,,,,
Disley,DSL,Mossley Hill,MSH,,,,
Diss,DIS,Mosspark,MPK,,,,
Dodworth,DOD,Moston,MSO,,,,
Dolau,DOL,Motherwell,MTH,,,,
Doleham,DLH,Motspur Park,MOT,,,,
Dolgarrog,DLG,Mottingham,MTG,,,,
Dolwyddelan,DWD,Mottisfont & Dunbridge,DBG,,,,
Doncaster,DON,Mouldsworth,MLD,,,,
Dorchester South,DCH,Moulsecoomb,MCB,,,,
Dorchester West,DCW,Mount Florida,MFL,,,,
Dore & Totley,DOR,Mount Vernon,MTV,,,,
Dorking (Main),DKG,Mountain Ash,MTA,,,,
Dorking Deepdene,DPD,Muir of Ord,MOO,,,,
Dorking West,DKT,Muirend,MUI,,,,
Dormans,DMS,Musselburgh,MUB,,,,
Dorridge,DDG,Mytholmroyd,MYT,,,,
Dove Holes,DVH,,,,,,
Dover Priory,DVP,,,,,,
Dovercourt,DVC,,,,,,
Dovey Junction,DVY,,,,,,
Downham Market,DOW,,,,,,
Drayton Green,DRG,,,,,,
Drayton Park,DYP,,,,,,
Drem,DRM,,,,,,
Driffield,DRF,,,,,,
Drigg,DRI,,,,,,
Droitwich Spa,DTW,,,,,,
Dronfield,DRO,,,,,,
Drumchapel,DMC,,,,,,
Drumfrochar,DFR,,,,,,
Drumgelloch,DRU,,,,,,
Drumry,DMY,,,,,,
Dublin Ferryport,DFP,,,,,,
Dublin Port - Stena,DPS,,,,,,
Duddeston,DUD,,,,,,
Dudley Port,DDP,,,,,,
Duffield,DFI,,,,,,
Duirinish,DRN,,,,,,
Duke Street,DST,,,,,,
Dullingham,DUL,,,,,,
Dumbarton Central,DBC,,,,,,
Dumbarton East,DBE,,,,,,
Dumbreck,DUM,,,,,,
Dumfries,DMF,,,,,,
Dumpton Park,DMP,,,,,,
Dunbar,DUN,,,,,,
Dunblane,DBL,,,,,,
Duncraig,DCG,,,,,,
Dundee,DEE,,,,,,
Dunfermline Queen Margaret,DFL,,,,,,
Dunfermline Town,DFE,,,,,,
Dunkeld & Birnam,DKD,,,,,,
Dunlop,DNL,,,,,,
Dunrobin Castle,DNO,,,,,,
Dunston,DOT,,,,,,
Dunton Green,DNG,,,,,,
Durham,DHM,,,,,,
Durrington-on-Sea,DUR,,,,,,
Dyce,DYC,,,,,,
Dyffryn Ardudwy,DYF,,,,,,
Eaglescliffe,EAG,,,,,,
Ealing Broadway,EAL,,,,,,
